uf,escolaridade,curso,area_atuacao,inscritos,selecionados,nao_cert,certificados,abandonos,evasoes
AL,Mestrado,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,1,0,0,0
AL,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Outros,2,2,0,1,1,0
AL,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,0,2,0
AL,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,0,0,0,1
AL,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,CREAS,4,4,0,3,1,0
AL,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,4,4,2,0,2,0
AL,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,1,0,0
AL,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
AM,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,1,0,0,0
AM,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,1,0,0
AM,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,1,0,0
AM,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,1,0,0
AM,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,0,1,0
AP,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,3,3,0,2,0,1
AP,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,2,2,0,1,0,1
AP,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,2,2,0,2,0,0
AP,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,3,3,0,1,0,2
AP,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Outros,2,2,1,1,0,0
AP,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
AP,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,0,0,1,0
AP,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,0,1,0
AP,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
AP,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,5,5,1,3,1,0
AP,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,2,2,0,1,1,0
AP,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,1,0,0
AP,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
BA,Doutorando,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
BA,Especialista,Justiça e Práticas Restaurativas - 02/2016,CREAS,3,3,1,2,0,0
BA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,3,3,0,1,1,1
BA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,1,0,0,0
BA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Saúde,1,1,1,0,0,0
BA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,2,2,1,1,0,0
BA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,9,9,1,5,2,1
BA,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Outros,3,3,0,2,1,0
BA,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,6,6,2,1,1,2
BA,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
BA,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,0,0,0,1
BA,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,1,0,0,0
BA,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
BA,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,1,0,0
BA,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
BA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,1,0,0,0
BA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,CREAS,2,2,0,2,0,0
BA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,4,4,1,2,1,0
BA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Saúde,2,2,1,1,0,0
BA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,2,2,2,0,0,0
BA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,21,21,4,15,1,1
CE,Doutorando,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
CE,Doutorando,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,1,0,0
CE,Especialista,Justiça e Práticas Restaurativas - 02/2016,Conselhos,2,2,0,2,0,0
CE,Especialista,Justiça e Práticas Restaurativas - 02/2016,CREAS,7,7,3,3,0,1
CE,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,3,3,1,1,1,0
CE,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,10,10,2,6,2,0
CE,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,1,0,0
CE,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,4,4,1,2,1,0
CE,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Outros,4,4,0,3,0,1
CE,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,4,4,1,2,0,1
CE,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
CE,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,0,1,0,0
CE,Mestrando,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,1,0,0,0
CE,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,1,0,0,0
CE,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,0,1,0
CE,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,0,1,0
CE,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,0,1,0,0
CE,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,CREAS,5,5,2,1,1,1
CE,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,5,5,2,3,0,0
CE,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,1,0,0
CE,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,3,3,0,1,1,1
DF,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,2,2,0,2,0,0
DF,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,1,0,0,0
DF,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Saúde,1,1,0,1,0,0
DF,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,1,0,0,0
DF,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,13,13,6,3,2,2
DF,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Outros,4,4,2,1,1,0
DF,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,0,0,0,1
DF,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,3,3,3,0,0,0
DF,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
DF,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,3,3,2,1,0,0
DF,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Outros,3,3,0,2,1,0
DF,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
DF,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Outros,2,2,0,0,2,0
DF,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Conselhos,2,2,1,0,1,0
DF,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,1,0,0
DF,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,8,8,3,4,0,1
DF,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,4,4,2,1,0,1
DF,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Saúde,1,1,0,1,0,0
DF,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,1,0,0,0
DF,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,17,17,3,8,2,4
ES,Especialista,Justiça e Práticas Restaurativas - 02/2016,CREAS,3,3,0,3,0,0
ES,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,9,9,4,4,1,0
ES,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Saúde,1,1,1,0,0,0
ES,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,3,3,1,2,0,0
ES,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,25,25,4,18,2,1
ES,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Outros,4,4,2,1,1,0
ES,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,2,2,0,1,0,1
ES,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Saúde,2,2,0,1,1,0
ES,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,3,3,2,1,0,0
ES,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,14,14,4,6,3,1
ES,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,0,1,0,0
ES,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
ES,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,1,0,0,0
ES,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Outros,1,0,0,0,0,0
ES,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,0,0,0,1
ES,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,1,0,0,0
ES,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,1,0,0
ES,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Outros,6,6,1,4,1,0
ES,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Saúde,1,1,0,0,0,1
ES,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,2,2,0,0,1,1
ES,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,32,32,8,14,4,6
ES,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,0,0,1,0
ES,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,CREAS,5,5,0,3,1,1
ES,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,9,9,2,3,4,0
ES,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,2,2,0,1,0,1
ES,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Saúde,1,1,0,1,0,0
ES,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,6,6,3,2,1,0
ES,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,34,34,11,19,4,0
GO,Especialista,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,0,1,0,0
GO,Especialista,Justiça e Práticas Restaurativas - 02/2016,CREAS,2,2,1,1,0,0
GO,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,4,4,1,3,0,0
GO,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,4,4,1,3,0,0
GO,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
GO,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,CREAS,4,4,2,2,0,0
GO,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,7,7,1,3,2,1
GO,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,3,3,1,1,0,1
MA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,5,5,1,3,1,0
MA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,4,4,0,3,1,0
MA,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,1,0,0
MA,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,4,4,3,0,1,0
MA,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,0,0,1
MA,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Outros,2,2,0,1,0,1
MA,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,0,1
MA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
MA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,0,1,0
MA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,3,3,2,1,0,0
MG,Doutorando,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
MG,Especialista,Justiça e Práticas Restaurativas - 02/2016,CREAS,6,6,1,5,0,0
MG,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,2,2,0,2,0,0
MG,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,2,2,0,2,0,0
MG,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,1,1,0
MG,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,0,1,0
MG,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Outros,4,4,1,2,1,0
MG,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,2,2,2,0,0,0
MG,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,4,4,2,2,0,0
MG,Mestrado,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,1,0,0
MG,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,1,0,0,0
MG,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
MG,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,1,0,0,0
MG,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,1,1,0
MG,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Conselhos,2,2,1,1,0,0
MG,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,CREAS,5,5,0,5,0,0
MG,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,6,6,2,4,0,0
MG,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,0,1,0,0
MG,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,1,0,0
MG,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,11,11,1,9,0,1
MS,Especialista,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,1,0,0,0
MS,Especialista,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,1,0,0
MS,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
MS,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,2,2,0,2,0,0
MS,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,4,4,2,2,0,0
MS,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
MS,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,CREAS,3,3,1,2,0,0
MS,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,5,5,0,4,1,0
MS,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,5,5,1,3,1,0
MS,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,1,0,0
MS,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
MT,Especialista,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,0,1,0,0
MT,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,1,0,0,0
MT,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,1,0,0,0
MT,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,1,0,0
MT,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,6,6,1,4,0,1
MT,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
MT,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MT,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
MT,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
MT,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,1,0,0
MT,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,2,2,0,2,0,0
MT,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,1,0,0,0
MT,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Saúde,1,1,1,0,0,0
MT,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,0,1,0
MT,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,9,9,3,3,3,0
PA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,0,1,0,0
PA,Especialista,Justiça e Práticas Restaurativas - 02/2016,CREAS,2,2,0,1,1,0
PA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,3,3,0,2,0,1
PA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,3,3,0,2,1,0
PA,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PA,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,0,1
PA,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,1,0,0
PA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,0,0,1,0
PA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,2,2,1,0,1,0
PA,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,8,8,4,2,2,0
PB,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PB,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Outros,2,2,1,0,1,0
PB,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,0,1,0,0
PB,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Conselhos,1,1,1,0,0,0
PB,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,1,0,0
PB,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,1,0,0,0
PB,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
PE,Doutorado,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
PE,Especialista,Justiça e Práticas Restaurativas - 02/2016,Outros,5,5,0,5,0,0
PE,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,0,0,1,0
PE,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,12,12,0,11,1,0
PE,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,5,5,1,3,0,1
PE,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
PE,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,1,1,0,0,0,1
PE,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
PE,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Outros,2,2,0,2,0,0
PE,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,3,3,0,3,0,0
PE,Mestrando,Justiça e Práticas Restaurativas - 02/2016,Sistema Justiça,4,4,0,3,1,0
PE,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,1,0,0,0
PE,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,0,1,0
PE,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PE,Pós doutorando,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,0,0,1
PE,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,1,0,0,0
PE,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
PE,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,2,2,1,0,1,0
